date,total_views,unique_views
2023-02-01,4,2
2023-02-02,2,2
2023-02-03,7,4
2023-02-04,11,2
2023-02-05,8,3
2023-02-06,32,7
2023-02-07,43,7
2023-02-08,13,2
2023-02-09,66,9
2023-02-10,67,10
2023-02-11,47,8
2023-02-12,144,29
2023-02-13,185,29
2023-02-14,70,20
2023-02-15,19,3
2023-02-16,39,4
2023-02-17,32,3
2023-02-18,23,2
2023-02-19,12,1
2023-02-20,46,6
2023-02-21,42,8
2023-02-22,40,4
2023-02-23,55,6
2023-02-24,45,10
2023-02-25,78,8
2023-02-26,110,14
2023-02-27,57,9
2023-02-28,6,2
2023-03-01,0,0
2023-03-02,20,4
2023-03-03,3,2
2023-03-04,0,0
2023-03-05,5,2
2023-03-06,5,2
2023-03-07,4,2
2023-03-08,1,1
2023-03-09,12,3
2023-03-10,0,0
2023-03-11,18,4
2023-03-12,2,1
2023-03-13,8,1
2023-03-14,21,6
2023-03-15,30,6
2023-03-16,8,3
2023-03-17,26,5
2023-03-18,38,10
2023-03-19,158,15
2023-03-20,74,13
2023-03-21,72,12
2023-03-22,13,4
2023-03-23,17,3
2023-03-24,1,1
2023-03-25,2,2
2023-03-26,5,2
2023-03-27,56,6
2023-03-28,27,3
2023-03-29,65,3
2023-03-30,86,6
2023-03-31,122,6
2023-04-01,32,6
2023-04-02,201,23
2023-04-03,275,22
2023-04-04,4,3
2023-04-05,8,1
2023-04-06,0,0
2023-04-07,3,1
2023-04-08,4,2
2023-04-09,7,3
2023-04-10,22,4
2023-04-11,15,4
2023-04-12,26,5
2023-04-13,21,4
2023-04-14,45,9
2023-04-15,57,8
2023-04-16,69,12
2023-04-17,77,12
2023-04-18,9,2
2023-04-19,10,2
2023-04-20,16,2
2023-04-21,5,2
2023-04-22,10,3
2023-04-23,2,2
2023-04-24,18,3
2023-04-25,78,18
2023-04-26,1,1
2023-04-27,28,3
2023-04-28,1,1
2023-04-29,0,0
2023-04-30,0,0
2023-05-01,2,1
2023-05-02,0,0
2023-05-03,2,2
2023-05-04,0,0
2023-05-05,2,1
2023-05-06,0,0
2023-05-07,4,1
2023-05-08,0,0
2023-05-09,1,1
2023-05-10,0,0
2023-05-11,13,2
2023-05-12,0,0
2023-05-13,1,1
2023-05-14,0,0
2023-05-15,0,0
2023-05-16,4,1
2023-05-17,2,1
2023-05-18,0,0
2023-05-19,0,0
2023-05-20,0,0
2023-05-21,13,1
2023-05-22,22,1
2023-05-23,0,0
2023-05-24,9,2
2023-05-25,0,0
2023-05-26,3,1
2023-05-27,0,0
2023-05-28,0,0
2023-05-29,6,2
2023-05-30,3,1
2023-05-31,22,9
2023-06-01,6,4
2023-06-02,17,3
2023-06-03,0,0
2023-06-04,0,0
2023-06-05,13,3
2023-06-06,8,2
2023-06-07,4,3
2023-06-08,0,0
2023-06-09,16,4
2023-06-10,7,1
2023-06-11,14,4
2023-06-12,9,2
2023-06-13,17,5
2023-06-14,15,4
2023-06-15,0,0
2023-06-16,31,2
2023-06-17,3,1
2023-06-18,23,5
2023-06-19,8,3
2023-06-20,22,4
2023-06-21,23,7
2023-06-22,0,0
2023-06-23,2,1
2023-06-24,0,0
2023-06-25,2,1
2023-06-26,2,1
2023-06-27,0,0
2023-06-28,5,2
2023-06-29,2,2
2023-06-30,17,4
2023-07-01,11,3
2023-07-02,4,2
2023-07-03,10,2
2023-07-04,1,1
2023-07-05,22,5
2023-07-06,2,2
2023-07-07,0,0
2023-07-08,0,0
2023-07-09,0,0
2023-07-10,56,3
2023-07-11,33,3
2023-07-12,8,1
2023-07-13,0,0
2023-07-14,0,0
2023-07-15,0,0
2023-07-16,72,3
2023-07-17,9,3
2023-07-18,5,2
2023-07-19,8,1
2023-07-20,9,2
2023-07-21,56,2
2023-07-22,5,2
2023-07-23,0,0
2023-07-24,3,2
2023-07-25,14,2
2023-07-26,4,2
2023-07-27,0,0
2023-07-28,16,1
2023-07-29,3,2
2023-07-30,32,4
2023-07-31,30,5
2023-08-01,13,5
2023-08-02,26,2
2023-08-03,1,1
2023-08-04,1,1
2023-08-05,2,1
2023-08-06,0,0
2023-08-07,4,2
2023-08-08,40,3
2023-08-09,5,2
2023-08-10,1,1
2023-08-11,1,1
2023-08-12,0,0
2023-08-13,0,0
2023-08-14,4,1
2023-08-15,0,0
2023-08-16,0,0
2023-08-17,1,1
2023-08-18,0,0
2023-08-19,0,0
2023-08-20,0,0
2023-08-21,0,0
2023-08-22,68,5
2023-08-23,15,3
2023-08-24,48,5
2023-08-25,14,2
2023-08-26,9,3
2023-08-27,28,2
2023-08-28,84,7
2023-08-29,35,3
2023-08-30,44,5
2023-08-31,5,2
2023-09-01,26,3
2023-09-02,37,4
2023-09-03,148,13
2023-09-04,121,20
2023-09-05,34,8
2023-09-06,3,2
2023-09-07,26,4
2023-09-08,18,3
2023-09-09,0,0
2023-09-10,0,0
2023-09-11,5,3
2023-09-12,13,2
2023-09-13,38,5
2023-09-14,14,2
2023-09-15,40,4
2023-09-16,15,3
2023-09-17,56,10
2023-09-18,106,16
2023-09-19,85,10
2023-09-20,14,4
2023-09-21,2,2
2023-09-22,0,0
2023-09-23,1,1
2023-09-24,14,4
2023-09-25,29,1
2023-09-26,50,7
2023-09-27,44,8
2023-09-28,59,8
2023-09-29,35,7
2023-09-30,17,5
2023-10-01,22,4
2023-10-02,143,10
2023-10-03,31,6
2023-10-04,9,2
2023-10-05,36,5
2023-10-06,0,0
2023-10-07,0,0
2023-10-08,0,0
2023-10-09,62,6
2023-10-10,22,4
2023-10-11,25,7
2023-10-12,40,6
2023-10-13,58,5
2023-10-14,63,8
2023-10-15,72,13
2023-10-16,52,9
2023-10-17,115,12
2023-10-18,60,3
2023-10-19,33,6
2023-10-20,7,2
2023-10-21,10,2
2023-10-22,18,2
2023-10-23,62,4
2023-10-24,82,5
2023-10-25,14,4
2023-10-26,140,6
2023-10-27,132,6
2023-10-28,63,5
2023-10-29,257,13
2023-10-30,395,17
2023-10-31,2,1
2023-11-01,3,2
2023-11-02,19,3
2023-11-03,0,0
2023-11-04,19,1
2023-11-05,2,1
2023-11-06,14,4
2023-11-07,37,4
2023-11-08,21,2
2023-11-09,54,2
2023-11-10,15,1
2023-11-11,18,3
2023-11-12,19,3
2023-11-13,24,1
2023-11-14,194,5
2023-11-15,2,1
2023-11-16,14,2
2023-11-17,90,9
2023-11-18,122,9
2023-11-19,0,0
2023-11-20,1,1
2023-11-21,0,0
2023-11-22,0,0
2023-11-23,4,1
2023-11-24,16,3
2023-11-25,5,1
2023-11-26,1,1
2023-11-27,12,3
2023-11-28,71,12
2023-11-29,6,1
2023-11-30,2,2
2023-12-01,8,3
2023-12-02,0,0
2023-12-03,0,0
2023-12-04,25,2
2023-12-05,4,1
2023-12-06,0,0
2023-12-07,0,0
2023-12-08,7,2
2023-12-09,0,0
2023-12-10,0,0
2023-12-11,0,0
2023-12-12,0,0
2023-12-13,0,0
2023-12-14,0,0
2023-12-15,0,0
2023-12-16,0,0
2023-12-17,0,0
2023-12-18,0,0
2023-12-19,0,0
2023-12-20,0,0
2023-12-21,0,0
2023-12-22,0,0
2023-12-23,0,0
2023-12-24,0,0
2023-12-25,0,0
2023-12-26,0,0
2023-12-27,0,0
2023-12-28,0,0
2023-12-29,0,0
2023-12-30,0,0
2023-12-31,0,0
2024-01-01,0,0
2024-01-02,1,1
2024-01-03,66,1
2024-01-04,59,1
2024-01-05,0,0
2024-01-06,0,0
2024-01-07,0,0
2024-01-08,0,0
2024-01-09,0,0
2024-01-10,0,0
2024-01-11,1,1
2024-01-12,0,0
2024-01-13,23,1
2024-01-14,0,0
2024-01-15,0,0
2024-01-16,0,0
2024-01-17,0,0
2024-01-18,1,1
2024-01-19,6,1
2024-01-20,2,1
2024-01-21,0,0
2024-01-22,15,2
2024-01-23,23,2
2024-01-24,4,1
2024-01-25,8,3
2024-01-26,21,4
2024-01-27,19,2
2024-01-28,12,4
2024-01-29,58,6
2024-01-30,11,1
2024-01-31,5,3
2024-02-01,3,1
2024-02-02,20,2
2024-02-03,4,2
2024-02-04,0,0
2024-02-05,1,1
2024-02-06,10,1
2024-02-07,5,2
2024-02-08,12,3
2024-02-09,9,2
2024-02-10,15,2
2024-02-11,24,2
2024-02-12,38,6
2024-02-13,48,7
2024-02-14,5,1
2024-02-15,38,6
2024-02-16,0,0
2024-02-17,3,1
2024-02-18,0,0
2024-02-19,14,2
2024-02-20,22,3
2024-02-21,9,2
2024-02-22,7,3
2024-02-23,6,1
2024-02-24,16,3
2024-02-25,2,1
2024-02-26,40,5
2024-02-27,0,0
2024-02-28,0,0
2024-02-29,2,2
2024-03-01,0,0
2024-03-02,0,0
2024-03-03,1,1
2024-03-04,0,0
2024-03-05,0,0
2024-03-06,8,3
2024-03-07,0,0
2024-03-08,17,1
2024-03-09,0,0
2024-03-10,0,0
2024-03-11,2,1
2024-03-12,12,2
2024-03-13,3,2
2024-03-14,4,2
2024-03-15,14,3
2024-03-16,1,1
2024-03-17,48,6
2024-03-18,41,8
2024-03-19,19,3
2024-03-20,0,0
2024-03-21,5,3
2024-03-22,1,1
2024-03-23,8,2
2024-03-24,2,1
2024-03-25,31,3
2024-03-26,5,2
2024-03-27,31,2
2024-03-28,7,1
2024-03-29,4,1
2024-03-30,45,3
2024-03-31,159,9
2024-04-01,66,5
2024-04-02,2,1
2024-04-03,1,1
2024-04-04,10,2
2024-04-05,0,0
2024-04-06,2,2
2024-04-07,1,1
2024-04-08,3,1
2024-04-09,35,2
2024-04-10,2,1
2024-04-11,49,4
2024-04-12,0,0
2024-04-13,9,2
2024-04-14,5,2
2024-04-15,29,2
2024-04-16,34,2
2024-04-17,0,0
2024-04-18,9,1
2024-04-19,5,1
2024-04-20,0,0
2024-04-21,24,4
2024-04-22,11,3
2024-04-23,8,5
2024-04-24,6,1
2024-04-25,0,0
2024-04-26,0,0
2024-04-27,0,0
2024-04-28,0,0
2024-04-29,0,0
2024-04-30,1,1
2024-05-01,0,0
2024-05-02,1,1
2024-05-03,0,0
2024-05-04,0,0
2024-05-05,0,0
2024-05-06,0,0
2024-05-07,0,0
2024-05-08,0,0
2024-05-09,2,2
2024-05-10,0,0
2024-05-11,0,0
2024-05-12,0,0
2024-05-13,0,0
2024-05-14,0,0
2024-05-15,0,0
2024-05-16,0,0
2024-05-17,0,0
2024-05-18,0,0
2024-05-19,0,0
2024-05-20,0,0
2024-05-21,0,0
2024-05-22,1,1
2024-05-23,1,1
2024-05-24,0,0
2024-05-25,1,1
2024-05-26,0,0
2024-05-27,0,0
2024-05-28,0,0
2024-05-29,0,0
2024-05-30,0,0
2024-05-31,0,0
2024-06-01,0,0
2024-06-02,0,0
2024-06-03,5,2
2024-06-04,1,1
2024-06-05,0,0
2024-06-06,0,0
2024-06-07,0,0
2024-06-08,8,3
2024-06-09,0,0
2024-06-10,7,2
2024-06-11,22,2
2024-06-12,0,0
2024-06-13,0,0
2024-06-14,0,0
2024-06-15,0,0
2024-06-16,1,1
2024-06-17,9,2
2024-06-18,1,1
2024-06-19,0,0
2024-06-20,0,0
2024-06-21,0,0
2024-06-22,2,1
2024-06-23,0,0
2024-06-24,0,0
2024-06-25,1,1
2024-06-26,0,0
2024-06-27,2,1
2024-06-28,0,0
2024-06-29,0,0
2024-06-30,1,1
2024-07-01,0,0
2024-07-02,0,0
2024-07-03,0,0
2024-07-04,0,0
2024-07-05,0,0
2024-07-06,0,0
2024-07-07,2,2
2024-07-08,27,1
2024-07-09,0,0
2024-07-10,0,0
2024-07-11,2,2
2024-07-12,7,2
2024-07-13,0,0
2024-07-14,0,0
2024-07-15,0,0
2024-07-16,0,0
2024-07-17,22,1
2024-07-18,0,0
2024-07-19,0,0
2024-07-20,5,1
2024-07-21,1,1
2024-07-22,0,0
2024-07-23,0,0
2024-07-24,0,0
2024-07-25,2,1
2024-07-26,0,0
2024-07-27,1,1
2024-07-28,0,0
2024-07-29,0,0
2024-07-30,1,1
2024-07-31,1,1
2024-08-01,60,1
2024-08-02,0,0
2024-08-03,0,0
2024-08-04,2,2
2024-08-05,1,1
2024-08-06,0,0
2024-08-07,1,1
2024-08-08,0,0
2024-08-09,1,1
2024-08-10,0,0
2024-08-11,0,0
2024-08-12,1,1
2024-08-13,1,1
2024-08-14,1,1
2024-08-15,0,0
2024-08-16,0,0
2024-08-17,0,0
2024-08-18,0,0
2024-08-19,0,0
2024-08-20,1,1
2024-08-21,11,2
2024-08-22,1,1
2024-08-23,0,0
2024-08-24,0,0
2024-08-25,19,1
2024-08-26,10,2
2024-08-27,0,0
2024-08-28,0,0
2024-08-29,0,0
2024-08-30,1,1
2024-08-31,0,0
2024-09-01,0,0
2024-09-02,0,0
2024-09-03,5,1
2024-09-04,1,1
2024-09-05,13,3
2024-09-06,11,1
2024-09-07,0,0
2024-09-08,25,3
2024-09-09,6,1
2024-09-10,10,2
2024-09-11,0,0
2024-09-12,13,2
2024-09-13,1,1
2024-09-14,0,0
2024-09-15,2,1
2024-09-16,0,0
2024-09-17,1,1
2024-09-18,0,0
2024-09-19,11,2
2024-09-20,3,2
2024-09-21,6,1
2024-09-22,27,3
2024-09-23,28,5
2024-09-24,81,11
2024-09-25,0,0
2024-09-26,2,2
2024-09-27,0,0
2024-09-28,0,0
2024-09-29,0,0
2024-09-30,12,2
2024-10-01,4,2
2024-10-02,3,2
2024-10-03,17,3
2024-10-04,0,0
2024-10-05,0,0
2024-10-06,22,2
2024-10-07,24,6
2024-10-08,6,2
2024-10-09,0,0
2024-10-10,0,0
2024-10-11,0,0
2024-10-12,1,1
2024-10-13,1,1
2024-10-14,1,1
2024-10-15,8,3
2024-10-16,1,1
2024-10-17,13,4
2024-10-18,0,0
2024-10-19,11,3
2024-10-20,2,2
2024-10-21,14,4
2024-10-22,45,5
2024-10-23,2,1
2024-10-24,1,1
2024-10-25,2,2
2024-10-26,0,0
2024-10-27,1,1
2024-10-28,2,2
2024-10-29,10,1
2024-10-30,10,1
2024-10-31,9,1
2024-11-01,30,5
2024-11-02,0,0
2024-11-03,112,6
2024-11-04,93,13
2024-11-05,16,1
2024-11-06,14,2
2024-11-07,7,1
2024-11-08,2,2
2024-11-09,10,1
2024-11-10,3,2
2024-11-11,0,0
2024-11-12,13,3
2024-11-13,2,1
2024-11-14,15,3
2024-11-15,17,4
2024-11-16,0,0
2024-11-17,3,1
2024-11-18,17,6
2024-11-19,0,0
2024-11-20,2,2
2024-11-21,0,0
2024-11-22,0,0
2024-11-23,1,1
2024-11-24,0,0
2024-11-25,0,0
2024-11-26,1,1
2024-11-27,3,1
2024-11-28,1,1
2024-11-29,2,2
2024-11-30,0,0
2024-12-01,5,2
2024-12-02,1,1
2024-12-03,7,3
2024-12-04,1,1
2024-12-05,3,3
2024-12-06,0,0
2024-12-07,1,1
2024-12-08,0,0
2024-12-09,1,1
2024-12-10,0,0
2024-12-11,0,0
2024-12-12,0,0
2024-12-13,0,0
2024-12-14,0,0
2024-12-15,0,0
2024-12-16,0,0
2024-12-17,1,1
2024-12-18,0,0
2024-12-19,0,0
2024-12-20,0,0
2024-12-21,0,0
2024-12-22,0,0
2024-12-23,0,0
2024-12-24,2,1
2024-12-25,0,0
2024-12-26,0,0
2024-12-27,1,1
2024-12-28,0,0
2024-12-29,0,0
2024-12-30,0,0
2024-12-31,0,0
2025-01-01,0,0
2025-01-02,1,1
2025-01-03,10,1
2025-01-04,0,0
2025-01-05,2,1
2025-01-06,0,0
2025-01-07,0,0
2025-01-08,0,0
2025-01-09,0,0
2025-01-10,0,0
2025-01-11,0,0
2025-01-12,0,0
2025-01-13,0,0
2025-01-14,0,0
2025-01-15,0,0
2025-01-16,2,1
2025-01-17,1,1
2025-01-18,1,1
2025-01-19,0,0
2025-01-20,0,0
2025-01-21,0,0
2025-01-22,0,0
2025-01-23,0,0
2025-01-24,23,3
2025-01-25,0,0
2025-01-26,0,0
2025-01-27,3,3
2025-01-28,0,0
2025-01-29,1,1
2025-01-30,0,0
2025-01-31,2,1
2025-02-01,3,1
2025-02-02,3,1
2025-02-03,0,0
2025-02-04,0,0
2025-02-05,15,2
2025-02-06,1,1
2025-02-07,0,0
2025-02-08,0,0
2025-02-09,0,0
2025-02-10,2,1
2025-02-11,1,1
2025-02-12,0,0
2025-02-13,5,1
2025-02-14,0,0
2025-02-15,0,0
2025-02-16,2,2
2025-02-17,0,0
2025-02-18,5,1
2025-02-19,0,0
2025-02-20,0,0
2025-02-21,0,0
2025-02-22,0,0
2025-02-23,0,0
2025-02-24,4,1
2025-02-25,0,0
2025-02-26,0,0
2025-02-27,8,2
2025-02-28,0,0
2025-03-01,5,2
2025-03-02,5,3
2025-03-03,6,4
2025-03-04,1,1
2025-03-05,1,1
2025-03-06,3,1
2025-03-07,0,0
2025-03-08,0,0
2025-03-09,0,0
2025-03-10,0,0
2025-03-11,1,1
2025-03-12,0,0
2025-03-13,0,0
2025-03-14,1,1
2025-03-15,0,0
2025-03-16,0,0
2025-03-17,0,0
2025-03-18,5,1
2025-03-19,0,0
2025-03-20,0,0
2025-03-21,3,1
2025-03-22,2,1
2025-03-23,29,4
2025-03-24,33,8
2025-03-25,1,1
2025-03-26,0,0
2025-03-27,0,0
2025-03-28,1,1
2025-03-29,1,1
2025-03-30,0,0
2025-03-31,2,2
2025-04-01,0,0
2025-04-02,6,1
2025-04-03,6,2
2025-04-04,5,1
2025-04-05,0,0
2025-04-06,34,4
2025-04-07,22,2
2025-04-08,5,1
2025-04-09,1,1
2025-04-10,1,1
2025-04-11,0,0
2025-04-12,0,0
2025-04-13,0,0
2025-04-14,0,0
2025-04-15,0,0
2025-04-16,7,1
2025-04-17,0,0
2025-04-18,3,1
2025-04-19,4,1
2025-04-20,6,2
2025-04-21,16,2
2025-04-22,1,1
2025-04-23,5,3
2025-04-24,0,0
2025-04-25,0,0
2025-04-26,0,0
2025-04-27,0,0
2025-04-28,0,0
2025-04-29,0,0
2025-04-30,0,0
2025-05-01,0,0
2025-05-02,0,0
2025-05-03,0,0
2025-05-04,0,0
2025-05-05,0,0
2025-05-06,2,2
2025-05-07,0,0
2025-05-08,0,0
2025-05-09,0,0
2025-05-10,0,0
2025-05-11,0,0
2025-05-12,0,0
2025-05-13,0,0
2025-05-14,0,0
2025-05-15,0,0
2025-05-16,0,0
2025-05-17,2,1
2025-05-18,6,1
2025-05-19,0,0
2025-05-20,0,0
2025-05-21,1,1
2025-05-22,5,2
2025-05-23,1,1
2025-05-24,0,0
2025-05-25,0,0
2025-05-26,0,0
2025-05-27,0,0
2025-05-28,0,0
2025-05-29,0,0
2025-05-30,3,2
2025-05-31,0,0
2025-06-01,0,0
2025-06-02,0,0
2025-06-03,1,1
2025-06-04,0,0
2025-06-05,0,0
2025-06-06,13,1
2025-06-07,0,0
2025-06-08,0,0
2025-06-09,0,0
2025-06-10,0,0
2025-06-11,0,0
2025-06-12,5,1
2025-06-13,3,2
2025-06-14,0,0
2025-06-15,0,0
2025-06-16,10,3
2025-06-17,1,1
2025-06-18,0,0
2025-06-19,0,0
2025-06-20,2,2
2025-06-21,0,0
